icd_code,icd_title
T2062XA,"Corrosion of second degree of lip(s), initial encounter"
T2260XA,"Corros 2nd deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
T2662XA,"Corrosion of cornea and conjunctival sac, left eye, init"
T2661XA,"Corrosion of cornea and conjunctival sac, right eye, init"
G40801,"Other epilepsy, not intractable, with status epilepticus"
V4352XD,"Car driver injured in collision w car in traf, subs"
M10061,"Idiopathic gout, right knee"
M5092,"Cervical disc disorder, unspecified, mid-cervical region"
S22048A,"Oth fracture of fourth thoracic vertebra, init for clos fx"
Q446,Cystic disease of liver
S86091A,"Other specified injury of right Achilles tendon, init encntr"
S02113A,"Unsp occipital condyle fracture, init for clos fx"
I300,Acute nonspecific idiopathic pericarditis
V0929XA,"Pedestrian injured in traf involving oth mv, init"
V0909XA,"Pedestrian injured nontraf involving oth mv, init"
S42294A,"Oth nondisp fx of upper end of right humerus, init"
K650,Generalized (acute) peritonitis
N9489,Oth cond assoc w female genital organs and menstrual cycle
S12121A,"Oth nondisplaced dens fracture, init for clos fx"
T79A22S,"Traumatic compartment syndrome of l low extrem, sequela"
S1083XA,"Contusion of other specified part of neck, initial encounter"
S0010XA,"Contusion of unsp eyelid and periocular area, init encntr"
M7732,"Calcaneal spur, left foot"
S82841B,"Displaced bimalleol fx r low leg, init for opn fx type I/2"
S6392XA,"Sprain of unsp part of left wrist and hand, init encntr"
M5383,"Other specified dorsopathies, cervicothoracic region"
J45998,Other asthma
D7589,Other specified diseases of blood and blood-forming organs
S51001A,"Unspecified open wound of right elbow, initial encounter"
M71522,"Other bursitis, not elsewhere classified, left elbow"
S63115A,"Dislocation of metacarpophalangeal joint of left thumb, init"
G8250,"Quadriplegia, unspecified"
S14109S,"Unsp injury at unsp level of cervical spinal cord, sequela"
L98414,Non-pressure chronic ulcer of buttock with necrosis of bone
Z021,Encounter for pre-employment examination
H905,Unspecified sensorineural hearing loss
Z0289,Encounter for other administrative examinations
H6002,Abscess of left external ear
O98512,"Oth viral diseases complicating pregnancy, second trimester"
N358,Other urethral stricture
B1710,Acute hepatitis C without hepatic coma
S72321A,"Displaced transverse fracture of shaft of right femur, init"
S82251B,"Displ commnt fx shaft of r tibia, init for opn fx type I/2"
V484XXA,"Prsn brd/alit a car injured in nonclsn trnsp accident, init"
L02216,Cutaneous abscess of umbilicus
F88,Other disorders of psychological development
S67195A,"Crushing injury of left ring finger, initial encounter"
T481X5A,"Adverse effect of skeletal muscle relaxants, init encntr"
H7092,"Unspecified mastoiditis, left ear"
S02632A,"Fracture of coronoid process of left mandible, init"
S80261A,"Insect bite (nonvenomous), right knee, initial encounter"
S9305XA,"Dislocation of left ankle joint, initial encounter"
W07XXXD,"Fall from chair, subsequent encounter"
S9782XA,"Crushing injury of left foot, initial encounter"
S93325A,"Dislocation of tarsometatarsal joint of left foot, init"
S82231B,"Displ oblique fx shaft of r tibia, init for opn fx type I/2"
S82441B,"Displ spiral fx shaft of r fibula, init for opn fx type I/2"
S62622A,"Displaced fracture of middle phalanx of r mid finger, init"
M96840,Postproc hematoma of a ms structure fol a ms sys procedure
S64493A,"Injury of digital nerve of left middle finger, init encntr"
S82851C,"Displ trimalleol fx r low leg, init for opn fx type 3A/B/C"
F1029,Alcohol dependence with unspecified alcohol-induced disorder
G251,Drug-induced tremor
T420X5A,"Adverse effect of hydantoin derivatives, initial encounter"
B958,Unsp staphylococcus as the cause of diseases classd elswhr
X988XXA,"Assault by other hot objects, initial encounter"
Z608,Other problems related to social environment
M00871,"Arthritis due to other bacteria, right ankle and foot"
Q796,Ehlers-Danlos syndrome
M489,"Spondylopathy, unspecified"
I636,"Cerebral infrc due to cerebral venous thombos, nonpyogenic"
E10628,Type 1 diabetes mellitus with other skin complications
T472X1A,"Poisoning by stimulant laxatives, accidental, init"
O3482,"Maternal care for oth abnlt of pelvic organs, second tri"
E43,Unspecified severe protein-calorie malnutrition
I70201,"Unsp athscl native arteries of extremities, right leg"
S27309A,"Unspecified injury of lung, unspecified, initial encounter"
M1238,"Palindromic rheumatism, other specified site"
C221,Intrahepatic bile duct carcinoma
R8290,Unspecified abnormal findings in urine
V4949XA,"Driver injured in collision w oth mv in traf, init"
L728,Other follicular cysts of the skin and subcutaneous tissue
G2402,Drug induced acute dystonia
T433X5A,"Adverse effect of phenothiazine antipsychot/neurolept, init"
D134,Benign neoplasm of liver
T50902A,"Poisoning by unsp drug/meds/biol subst, self-harm, init"
E854,Organ-limited amyloidosis
G959,"Disease of spinal cord, unspecified"
L859,"Epidermal thickening, unspecified"
K226,Gastro-esophageal laceration-hemorrhage syndrome
I82421,Acute embolism and thrombosis of right iliac vein
M08031,"Unspecified juvenile rheumatoid arthritis, right wrist"
R0601,Orthopnea
N210,Calculus in bladder
M5136,"Other intervertebral disc degeneration, lumbar region"
S14157A,"Oth incomplete lesion at C7, init"
S62637A,"Disp fx of distal phalanx of left little finger, init"
I872,Venous insufficiency (chronic) (peripheral)
W540XXD,"Bitten by dog, subsequent encounter"
X131XXA,"Other contact with steam and other hot vapors, init encntr"
S72342A,"Displaced spiral fracture of shaft of left femur, init"
T375X1A,"Poisoning by antiviral drugs, accidental, init"
Z96643,"Presence of artificial hip joint, bilateral"
S51021A,"Laceration with foreign body of right elbow, init encntr"
S42254A,"Nondisp fx of greater tuberosity of right humerus, init"
T84124A,"Displacement of int fix of right femur, init"
O42912,"Pretrm prem ROM, unsp time betw rupt and onset labr, 2nd tri"
T50991A,"Poisoning by oth drug/meds/biol subst, accidental, init"
S61421A,"Laceration with foreign body of right hand, init encntr"
C155,Malignant neoplasm of lower third of esophagus
K9130,"Postproc intestinal obst, unsp as to partial versus complete"
R012,Other cardiac sounds
K868,Other specified diseases of pancreas
S91301D,"Unspecified open wound, right foot, subsequent encounter"
H5704,Mydriasis
S30811A,"Abrasion of abdominal wall, initial encounter"
W311XXA,"Contact with metalworking machines, initial encounter"
K91850,Pouchitis
Q822,Congenital cutaneous mastocytosis
T8859XA,"Other complications of anesthesia, initial encounter"
D4702,Systemic mastocytosis
S86011A,"Strain of right Achilles tendon, initial encounter"
M6088,"Other myositis, other site"
S53104A,"Unsp dislocation of right ulnohumeral joint, init encntr"
S45111A,"Laceration of brachial artery, right side, initial encounter"
A86,Unspecified viral encephalitis
C8379,"Burkitt lymphoma, extranodal and solid organ sites"
Z8572,Personal history of non-Hodgkin lymphomas
G7289,Other specified myopathies
X80XXXA,"Intentional self-harm by jumping from a high place, init"
M13812,"Other specified arthritis, left shoulder"
M13811,"Other specified arthritis, right shoulder"
F333,"Major depressv disorder, recurrent, severe w psych symptoms"
S62610A,"Disp fx of proximal phalanx of right index finger, init"
S62509A,"Fracture of unsp phalanx of unsp thumb, init for clos fx"
L84,Corns and callosities
G9340,"Encephalopathy, unspecified"
J849,"Interstitial pulmonary disease, unspecified"
M5021,"Other cervical disc displacement, high cervical region"
N909,"Noninflammatory disorder of vulva and perineum, unspecified"
G3183,Dementia with Lewy bodies
E319,"Polyglandular dysfunction, unspecified"
B59,Pneumocystosis
T421X2A,"Poisoning by iminostilbenes, intentional self-harm, init"
O76,Abnlt in fetal heart rate and rhythm comp labor and delivery
I729,Aneurysm of unspecified site
G935,Compression of brain
S42415A,"Nondisp simple suprcndl fx w/o intrcndl fx l humerus, init"
L301,Dyshidrosis [pompholyx]
O26842,"Uterine size-date discrepancy, second trimester"
I8511,Secondary esophageal varices with bleeding
G40509,"Epileptic seiz rel to extrn causes, not ntrct, w/o stat epi"
S638X1A,"Sprain of other part of right wrist and hand, init encntr"
N501,Vascular disorders of male genital organs
M238X1,Other internal derangements of right knee
S60011A,"Contusion of right thumb without damage to nail, init encntr"
C884,Extrnod mrgnl zn B-cell lymph of mucosa-assoc lymphoid tiss
T83593A,"I/I react d/t other urinary stents, initial encounter"
V4960XA,"Unsp car occupant injured in clsn w unsp mv in traf, init"
K4020,"Bi inguinal hernia, w/o obst or gangrene, not spcf as recur"
C189,"Malignant neoplasm of colon, unspecified"
M455,Ankylosing spondylitis of thoracolumbar region
V7940XA,"Driver of bus injured in collision w unsp mv in traf, init"
L89119,"Pressure ulcer of right upper back, unspecified stage"
S96802A,"Unsp inj muscles and tendons at ank/ft level, l foot, init"
Z932,Ileostomy status
H60501,"Unspecified acute noninfective otitis externa, right ear"
F202,Catatonic schizophrenia
O24419,"Gestational diabetes mellitus in pregnancy, unsp control"
S62614B,"Disp fx of proximal phalanx of r rng fngr, init for opn fx"
S02671A,"Fracture of alveolus of right mandible, init"
S59911A,"Unspecified injury of right forearm, initial encounter"
I82409,Acute embolism and thombos unsp deep vn unsp lower extremity
S76191A,"Inj right quadriceps muscle, fascia and tendon, init encntr"
S32009A,"Unsp fracture of unsp lumbar vertebra, init for clos fx"
F332,"Major depressv disorder, recurrent severe w/o psych features"
R234,Changes in skin texture
B531,Malaria due to simian plasmodia
S68627A,"Partial traumatic trnsphal amp of l little finger, init"
S63602A,"Unspecified sprain of left thumb, initial encounter"
I889,"Nonspecific lymphadenitis, unspecified"
T171XXA,"Foreign body in nostril, initial encounter"
T83512A,"I/I react d/t nephrostomy catheter, initial encounter"
H73011,"Bullous myringitis, right ear"
O3411,"Maternal care for benign tumor of corpus uteri, first tri"
F12120,"Cannabis abuse with intoxication, uncomplicated"
T43015A,"Adverse effect of tricyclic antidepressants, init encntr"
T2127XA,"Burn of second degree of female genital region, init encntr"
S12111A,"Posterior displaced Type II dens fracture, init for clos fx"
H16203,"Unspecified keratoconjunctivitis, bilateral"
F8081,Childhood onset fluency disorder
T84622A,"Infect/inflm reaction due to int fix of right tibia, init"
S0121XD,"Laceration without foreign body of nose, subs encntr"
S52592D,"Oth fx of lower end left rad, subs for clos fx w routn heal"
S52612D,"Disp fx of l ulna styloid pro, subs for clos fx w routn heal"
W1839XD,"Other fall on same level, subsequent encounter"
O135,"Gestatnl htn without significant protein, comp the puerp"
O1490,"Unspecified pre-eclampsia, unspecified trimester"
G808,Other cerebral palsy
K838,Other specified diseases of biliary tract
S83004A,"Unspecified dislocation of right patella, initial encounter"
W271XXA,"Contact with garden tool, initial encounter"
N209,"Urinary calculus, unspecified"
S72434A,"Nondisp fx of medial condyle of right femur, init"
N138,Other obstructive and reflux uropathy
I824Y2,Ac emblsm and thombos unsp deep veins of left prox low extrm
M7752,Other enthesopathy of left foot and ankle
F3181,Bipolar II disorder
L02818,Cutaneous abscess of other sites
T8789,Other complications of amputation stump
Z89611,Acquired absence of right leg above knee
I77819,"Aortic ectasia, unspecified site"
S62617B,"Disp fx of prox phalanx of l little finger, init for opn fx"
C9190,"Lymphoid leukemia, unspecified not having achieved remission"
S81811S,"Laceration without foreign body, right lower leg, sequela"
V0390XS,"Ped on foot injured pick-up truck, pk-up/van, unsp, sequela"
S42131A,"Disp fx of coracoid process, right shoulder, init"
S61219A,"Laceration w/o fb of unsp finger w/o damage to nail, init"
M316,Other giant cell arteritis
G43901,"Migraine, unsp, not intractable, with status migrainosus"
S86892A,"Inj oth musc/tend at lower leg level, left leg, init"
M793,"Panniculitis, unspecified"
S86111A,"Strain musc/tend post grp at low leg level, right leg, init"
S92001B,"Unsp fracture of right calcaneus, init for opn fx"
S42214A,"Unsp nondisp fx of surgical neck of right humerus, init"
K0530,"Chronic periodontitis, unspecified"
S90414A,"Abrasion, right lesser toe(s), initial encounter"
N765,Ulceration of vagina
K141,Geographic tongue
O24919,"Unsp diabetes mellitus in pregnancy, unspecified trimester"
T494X5A,"Adverse effect of keratolyt/keratplst/hair trmt drug, init"
B360,Pityriasis versicolor
Y92322,Soccer field as place
S280XXA,"Crushed chest, initial encounter"
T22611A,"Corrosion of second degree of right forearm, init encntr"
G5712,"Meralgia paresthetica, left lower limb"
T502X1A,"Poisn by crbnc-anhydr inhibtr, benzo/oth diuretc, acc, init"
S12591A,"Oth nondisp fx of sixth cervical vertebra, init for clos fx"
V170XXA,"Pedl cyc driver inj in clsn w statnry object nontraf, init"
S32301A,"Unsp fracture of right ilium, init for clos fx"
B3781,Candidal esophagitis
M2391,Unspecified internal derangement of right knee
A499,"Bacterial infection, unspecified"
J440,Chronic obstructive pulmon disease w acute lower resp infct
S92111A,"Disp fx of neck of right talus, init for clos fx"
F513,Sleepwalking [somnambulism]
S79822A,"Other specified injuries of left thigh, initial encounter"
S82091A,"Oth fracture of right patella, init for clos fx"
A5619,Other chlamydial genitourinary infection
S00452A,"Superficial foreign body of left ear, initial encounter"
H547,Unspecified visual loss
S61251A,"Open bite of left index finger w/o damage to nail, init"
Y731,Theraputc and rehab gastroent and urology dev assoc w incdt
E108,Type 1 diabetes mellitus with unspecified complications
M60831,"Other myositis, right forearm"
T184XXA,"Foreign body in colon, initial encounter"
F919,"Conduct disorder, unspecified"
L251,Unsp contact dermatitis due to drugs in contact with skin
Y92328,Oth athletic field as place
O080,Genitl trct and pelvic infct fol ectopic and molar pregnancy
R780,Finding of alcohol in blood
M65222,"Calcific tendinitis, left upper arm"
F14120,"Cocaine abuse with intoxication, uncomplicated"
D861,Sarcoidosis of lymph nodes
G9619,"Other disorders of meninges, not elsewhere classified"
T23161A,"Burn of first degree of back of right hand, init encntr"
T2016XA,"Burn of first degree of forehead and cheek, init encntr"
T2012XA,"Burn of first degree of lip(s), initial encounter"
M50822,Other cervical disc disorders at C5-C6 level
E83119,"Hemochromatosis, unspecified"
T50904A,"Poisoning by unsp drug/meds/biol subst, undetermined, init"
S20411A,"Abrasion of right back wall of thorax, initial encounter"
H6690,"Otitis media, unspecified, unspecified ear"
H933X2,Disorders of left acoustic nerve
S83094A,"Other dislocation of right patella, initial encounter"
S42201A,"Unsp fracture of upper end of right humerus, init"
T43611A,"Poisoning by caffeine, accidental (unintentional), init"
S93112A,"Dislocation of interphalangeal joint of left great toe, init"
H409,Unspecified glaucoma
S064X1A,"Epidural hemorrhage w LOC of 30 minutes or less, init"
S82242B,"Displ spiral fx shaft of l tibia, init for opn fx type I/2"
S82442B,"Displ spiral fx shaft of l fibula, init for opn fx type I/2"
F1390,"Sedative, hypnotic, or anxiolytic use, unsp, uncomplicated"
S68623A,"Partial traumatic trnsphal amputation of l mid finger, init"
S62615B,"Disp fx of proximal phalanx of l rng fngr, init for opn fx"
S82262B,"Displ seg fx shaft of l tibia, init for opn fx type I/2"
C227,Other specified carcinomas of liver
S030XXA,"Dislocation of jaw, initial encounter"
O623,Precipitate labor
G92,Toxic encephalopathy
S32435A,"Nondisp fx of anterior column of left acetabulum, init"
J387,Other diseases of larynx
O411220,"Chorioamnionitis, second trimester, not applicable or unsp"
C8598,"Non-Hodgkin lymphoma, unsp, lymph nodes of multiple sites"
B354,Tinea corporis
S66125A,"Lacerat flexor musc/fasc/tend l rng fngr at wrs/hnd lv, init"
A045,Campylobacter enteritis
A6002,Herpesviral infection of other male genital organs
S36112A,"Contusion of liver, initial encounter"
I82623,"Acute embolism and thombos of deep veins of up extrem, bi"
S62345A,"Nondisp fx of base of fourth MC bone, left hand, init"
S46811A,"Strain of musc/fasc/tend at shldr/up arm, right arm, init"
O98712,"Human immunodef virus disease comp preg, second trimester"
Z21,Asymptomatic human immunodeficiency virus infection status
R2231,"Localized swelling, mass and lump, right upper limb"
S52131A,"Disp fx of neck of right radius, init for clos fx"
Y289XXA,"Contact w unsp sharp object, undetermined intent, init"
S8411XA,"Injury of peroneal nerve at lower leg level, right leg, init"
V00311A,"Fall from snowboard, initial encounter"
H838X2,Other specified diseases of left inner ear
D110,Benign neoplasm of parotid gland
S82232A,"Displaced oblique fracture of shaft of left tibia, init"
S3023XA,"Contusion of vagina and vulva, initial encounter"
Z791,Long term (current) use of non-steroidal non-inflam (NSAID)
S06339A,"Contus/lac cereb, w LOC of unsp duration, init"
Z6379,Other stressful life events affecting family and household
S42222A,"2-part disp fx of surgical neck of left humerus, init"
C49A2,Gastrointestinal stromal tumor of stomach
F10280,Alcohol dependence with alcohol-induced anxiety disorder
T7802XA,"Anaphylactic reaction due to shellfish (crustaceans), init"
S83421A,"Sprain of lateral collateral ligament of right knee, init"
R209,Unspecified disturbances of skin sensation
S72115A,"Nondisp fx of greater trochanter of left femur, init"
Q851,Tuberous sclerosis
V4909XA,"Driver injured in collision w oth mv nontraf, init"
S32502A,"Unsp fracture of left pubis, init encntr for closed fracture"
H608X1,"Other otitis externa, right ear"
M25432,"Effusion, left wrist"
S62634B,"Disp fx of distal phalanx of r rng fngr, init for opn fx"
M86141,"Other acute osteomyelitis, right hand"
N118,Other chronic tubulo-interstitial nephritis
N318,Other neuromuscular dysfunction of bladder
Z87440,Personal history of urinary (tract) infections
V471XXA,"Car pasngr injured in clsn with statnry object nontraf, init"
V4910XA,"Passenger injured in collision w unsp mv nontraf, init"
S86001A,"Unspecified injury of right Achilles tendon, init encntr"
R479,Unspecified speech disturbances
H47021,"Hemorrhage in optic nerve sheath, right eye"
M65142,"Other infective (teno)synovitis, left hand"
T84042A,"Periprosth fracture around internal prosth r knee jt, init"
S61245A,"Pnctr w foreign body of l rng fngr w/o damage to nail, init"
Y718,"Miscellaneous cardiovascular devices assoc w incdt, NEC"
S86821A,"Laceration of musc/tend at lower leg level, right leg, init"
O9942,Diseases of the circulatory system complicating childbirth
O2412,"Pre-existing type 2 diabetes mellitus, in childbirth"
C257,Malignant neoplasm of other parts of pancreas
H8112,"Benign paroxysmal vertigo, left ear"
S62001K,"Unsp fx navicular bone of r wrist, subs for fx w nonunion"
K709,"Alcoholic liver disease, unspecified"
S82301B,"Unsp fx lower end of right tibia, init for opn fx type I/2"
S42401D,"Unsp fx lower end of r humerus, subs for fx w routn heal"
S130XXA,"Traumatic rupture of cervical intervertebral disc, init"
S52391A,"Oth fracture of shaft of radius, right arm, init for clos fx"
S52291A,"Oth fracture of shaft of right ulna, init for clos fx"
G378,Oth demyelinating diseases of central nervous system
M7702,"Medial epicondylitis, left elbow"
T183XXA,"Foreign body in small intestine, initial encounter"
Z91138,Patient's unintent undrdose of meds regimen for oth reason
M12871,"Oth specific arthropathies, NEC, right ankle and foot"
M12852,"Oth specific arthropathies, NEC, left hip"
K55039,"Acute ischemia of large intestine, extent unspecified"
Y92481,Parking lot as the place of occurrence of the external cause
I130,Hyp hrt & chr kdny dis w hrt fail and stg 1-4/unsp chr kdny
D619,"Aplastic anemia, unspecified"
T80219A,"Unsp infection due to central venous catheter, init encntr"
D67,Hereditary factor IX deficiency
T2200XA,"Burn unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
I2129,STEMI involving oth sites
N888,Other specified noninflammatory disorders of cervix uteri
I69351,Hemiplga following cerebral infrc aff right dominant side
R5382,"Chronic fatigue, unspecified"
S60311A,"Abrasion of right thumb, initial encounter"
S00531A,"Contusion of lip, initial encounter"
S92514A,"Nondisp fx of proximal phalanx of right lesser toe(s), init"
O1093,Unsp pre-existing hypertension complicating the puerperium
T446X2A,"Poisoning by alpha-adrenocpt antagonists, self-harm, init"
N049,Nephrotic syndrome with unspecified morphologic changes
A048,Other specified bacterial intestinal infections
E8809,"Oth disorders of plasma-protein metabolism, NEC"
O26812,"Pregnancy related exhaustion and fatigue, second trimester"
Z20820,Contact with and (suspected) exposure to varicella
W109XXD,"Fall (on) (from) unspecified stairs and steps, subs encntr"
S0265XA,"Fracture of angle of mandible, init for clos fx"
H0014,Chalazion left upper eyelid
S82491A,"Oth fracture of shaft of right fibula, init for clos fx"
S76911A,"Strain of unsp musc/fasc/tend at thi lev, right thigh, init"
V9331XA,"Fall on board passenger ship, initial encounter"
S61306A,"Unsp open wound of r little finger w damage to nail, init"
I422,Other hypertrophic cardiomyopathy
Y905,Blood alcohol level of 100-119 mg/100 ml
S68521A,"Partial traumatic trnsphal amputation of right thumb, init"
S92061A,"Displaced intraarticular fracture of right calcaneus, init"
L258,Unspecified contact dermatitis due to other agents
V4312XA,"Car passenger injured in collision w car nontraf, init"
H5500,Unspecified nystagmus
E840,Cystic fibrosis with pulmonary manifestations
R3989,Other symptoms and signs involving the genitourinary system
M5010,"Cervical disc disorder w radiculopathy, unsp cervical region"
H00034,Abscess of left upper eyelid
S21251A,"Open bite of r bk wl of thorax w/o penet thor cavity, init"
C19,Malignant neoplasm of rectosigmoid junction
I75021,Atheroembolism of right lower extremity
T24212A,"Burn of second degree of left thigh, initial encounter"
H02846,"Edema of left eye, unspecified eyelid"
D8989,"Oth disrd involving the immune mechanism, NEC"
M84552A,"Path fracture in neoplastic disease, left femur, init"
K7589,Other specified inflammatory liver diseases
O4692,"Antepartum hemorrhage, unspecified, second trimester"
M13832,"Other specified arthritis, left wrist"
I700,Atherosclerosis of aorta
S60453A,"Superficial foreign body of left middle finger, init encntr"
L304,Erythema intertrigo
J851,Abscess of lung with pneumonia
D252,Subserosal leiomyoma of uterus
S42035A,"Nondisp fx of lateral end of left clavicle, init for clos fx"
S46002A,"Unsp inj musc/tend the rotator cuff of l shoulder, init"
I6523,Occlusion and stenosis of bilateral carotid arteries
L4050,"Arthropathic psoriasis, unspecified"
H5120,"Internuclear ophthalmoplegia, unspecified eye"
Z604,Social exclusion and rejection
R10815,Periumbilic abdominal tenderness
S66129A,"Lacerat flexor musc/fasc/tend unsp fngr at wrs/hnd lv, init"
H43812,"Vitreous degeneration, left eye"
M25012,"Hemarthrosis, left shoulder"
D1771,Benign lipomatous neoplasm of kidney
S90222A,"Contusion of left lesser toe(s) w damage to nail, init"
M130,"Polyarthritis, unspecified"
I97630,Postproc hematoma of a circ sys org following a cardiac cath
G4440,"Drug-induced headache, NEC, not intractable"
S68624A,"Partial traumatic trnsphal amputation of r rng fngr, init"
S63125A,"Dislocation of interphalangeal joint of left thumb, init"
O26872,"Cervical shortening, second trimester"
T450X1A,"Poisoning by antiallerg/antiemetic, accidental, init"
S61254A,"Open bite of right ring finger w/o damage to nail, init"
S82142B,"Displaced bicondylar fx left tibia, init for opn fx type I/2"
V530XXA,"Driver of pk-up/van inj pk-up truck, pk-up/van nontraf, init"
S92492A,"Oth fracture of left great toe, init for clos fx"
W200XXA,"Struck by falling object in cave-in, initial encounter"
F908,"Attention-deficit hyperactivity disorder, other type"
E512,Wernicke's encephalopathy
T620X1A,"Toxic effect of ingested mushrooms, accidental, init"
F951,Chronic motor or vocal tic disorder
L89224,"Pressure ulcer of left hip, stage 4"
R412,Retrograde amnesia
I651,Occlusion and stenosis of basilar artery
S058X2A,"Other injuries of left eye and orbit, initial encounter"
K3520,"Acute appendicitis with gen peritonitis, without abscess"
Z947,Corneal transplant status
I25119,Athscl heart disease of native cor art w unsp ang pctrs
K588,Other irritable bowel syndrome
Z4659,Encounter for fit/adjst of GI appliance and device
M4312,"Spondylolisthesis, cervical region"
H4902,"Third [oculomotor] nerve palsy, left eye"
N059,Unsp nephritic syndrome with unspecified morphologic changes
S82872B,"Displaced pilon fx left tibia, init for opn fx type I/2"
S52032A,"Disp fx of olecran pro w intartic extn left ulna, init"
B0089,Other herpesviral infection
M300,Polyarteritis nodosa
M8619,"Other acute osteomyelitis, multiple sites"
S46201A,"Unsp injury of musc/fasc/tend prt biceps, right arm, init"
V685XXA,"Driver of hv veh injured in nonclsn trnsp acc in traf, init"
T483X2A,"Poisoning by antitussives, intentional self-harm, init"
G9341,Metabolic encephalopathy
G3109,Other frontotemporal dementia
E113219,"Type 2 diab with mild nonp rtnop with macular edema, unsp"
K435,Parastomal hernia without obstruction or gangrene
H15093,"Other scleritis, bilateral"
C253,Malignant neoplasm of pancreatic duct
G911,Obstructive hydrocephalus
V204XXA,"Mtrcy driver injured in collision w ped/anml in traf, init"
R892,Abn lev drug/meds/biol subst in specimens from oth org/tiss
M87851,"Other osteonecrosis, right femur"
L518,Other erythema multiforme
T447X6A,"Underdosing of beta-adrenoreceptor antagonists, init encntr"
V8659XA,"Driver of sp off-rd mv injured in nontraffic accident, init"
S3421XA,"Injury of nerve root of lumbar spine, initial encounter"
G541,Lumbosacral plexus disorders
K51911,"Ulcerative colitis, unspecified with rectal bleeding"
V535XXA,"Driver of pk-up/van inj pk-up truck, pk-up/van in traf, init"
J391,Other abscess of pharynx
C44329,Squamous cell carcinoma of skin of other parts of face
B488,Other specified mycoses
F16188,Hallucinogen abuse with other hallucinogen-induced disorder
S62101A,"Fracture of unsp carpal bone, right wrist, init for clos fx"
G713,"Mitochondrial myopathy, not elsewhere classified"
C73,Malignant neoplasm of thyroid gland
T83091A,"Mech compl of indwelling urethral catheter, init"
S80871A,"Other superficial bite, right lower leg, initial encounter"
D698,Other specified hemorrhagic conditions
S60943A,"Unsp superficial injury of left middle finger, init encntr"
S62171A,"Disp fx of trapezium, right wrist, init for clos fx"
S1093XA,"Contusion of unspecified part of neck, initial encounter"
I621,Nontraumatic extradural hemorrhage
T4395XA,"Adverse effect of unspecified psychotropic drug, init encntr"
T22112A,"Burn of first degree of left forearm, initial encounter"
S72451A,"Displ suprcndl fx w/o intrcndl extn lower end r femur, init"
T458X5A,"Adverse effect of prim systemic and hematolog agents, init"
S82854A,"Nondisplaced trimalleolar fracture of right lower leg, init"
S0266XB,"Fracture of symphysis of mandible, init for opn fx"
S02622B,"Fracture of subcondylar process of left mandible, 7thB"
D839,"Common variable immunodeficiency, unspecified"
D65,Disseminated intravascular coagulation
T45625A,"Adverse effect of hemostatic drug, initial encounter"
I952,Hypotension due to drugs
T85838A,"Hemorrhage due to other internal prosth dev/grft, init"
S0184XA,"Puncture wound w foreign body oth prt head, init encntr"
N99842,Postproc seroma of a GU sys org following a GU sys procedure
N412,Abscess of prostate
T23232A,"Burn of 2nd deg mul left fingers (nail), not inc thumb, init"
S6721XA,"Crushing injury of right hand, initial encounter"
Q631,"Lobulated, fused and horseshoe kidney"
T700XXA,"Otitic barotrauma, initial encounter"
Z85850,Personal history of malignant neoplasm of thyroid
S61305A,"Unsp open wound of left ring finger w damage to nail, init"
N858,Other specified noninflammatory disorders of uterus
T2682XA,"Corrosions of oth parts of left eye and adnexa, init encntr"
S43225A,"Posterior dislocation of left sternoclavicular joint, init"
F5089,Other specified eating disorder
S51822D,"Laceration with foreign body of left forearm, subs encntr"
W108XXD,"Fall (on) (from) other stairs and steps, subs encntr"
S72402A,"Unsp fracture of lower end of left femur, init for clos fx"
I7779,Dissection of other specified artery
T405X1A,"Poisoning by cocaine, accidental (unintentional), init"
Y288XXA,"Contact w oth sharp object, undetermined intent, init encntr"
K8042,Calculus of bile duct w acute cholecystitis w/o obstruction
S61201A,"Unsp open wound of l idx fngr w/o damage to nail, init"
S61203A,"Unsp open wound of l mid finger w/o damage to nail, init"
E10610,Type 1 diabetes mellitus w diabetic neuropathic arthropathy
A0839,Other viral enteritis
N6489,Other specified disorders of breast
M7581,"Other shoulder lesions, right shoulder"
L982,Febrile neutrophilic dermatosis [Sweet]
S01551A,"Open bite of lip, initial encounter"
Y903,Blood alcohol level of 60-79 mg/100 ml
M7552,Bursitis of left shoulder
G9782,Oth postproc complications and disorders of nervous sys
M8888,Osteitis deformans of other bones
T82320A,"Displacement of aortic (bifurcation) graft, init"
W2211XA,"Strike/struck by driver side automobile airbag, init"
T39311A,"Poisoning by propionic acid derivatives, accidental, init"
S70351A,"Superficial foreign body, right thigh, initial encounter"
T445X1A,"Poisoning by predom beta-adrenocpt agonists, acc, init"
S60572A,"Other superficial bite of hand of left hand, init encntr"
S83015A,"Lateral dislocation of left patella, initial encounter"
S14113A,"Complete lesion at C3 level of cervical spinal cord, init"
S14114A,"Complete lesion at C4 level of cervical spinal cord, init"
L4059,Other psoriatic arthropathy
F42,Obsessive-compulsive disorder
S62391B,"Oth fx second metacarpal bone, left hand, init for opn fx"
S62393B,"Oth fx third metacarpal bone, left hand, init for opn fx"
S61152A,"Open bite of left thumb with damage to nail, init encntr"
S50362A,"Insect bite (nonvenomous) of left elbow, initial encounter"
S50361A,"Insect bite (nonvenomous) of right elbow, initial encounter"
Z856,Personal history of leukemia
