icd_code,icd_title
4417,THORACOABDOM ANEURYSM NO RUPT
78559,SHOCK W/O TRAUMA NEC
47829,DISEASE OF PHARYNX NEC
5750,ACUTE CHOLECYSTITIS
3540,CARPAL TUNNEL SYNDROME
36234,TRANSIENT ARTERIAL OCCLU
43310,OCCLUS CAROTID ART NO INFARCT
43330,OCCLUS MULT/BIL ART NO INFARCT
7856,ENLARGEMENT LYMPH NODES
81341,COLLES' FRACTURE-CLOSED
56983,PERFORATION OF INTESTINE
9176,FOREIGN BODY FOOT & TOE
V638,NO MED FACILITIES NEC
7230,CERVICAL SPINAL STENOSIS
9630,POIS-ANTIALLRG/ANTIEMET
96979,POISONING BY OTHER PSYCHOSTIMULANTS
3570,AC INFECT POLYNEURITIS
37941,ANISOCORIA
5601,PARALYTIC ILEUS
81323,FX SHAFT RAD W ULNA-CLOS
99813,SEROMA COMPLIC PROCEDURE
3180,MODERATE INTELLECTUAL DISABILITIES
78760,FULL INCONTINENCE OF FECES
2564,POLYCYSTIC OVARIES
29189,"OTH SPEC ALCHOL PSYCHOSIS,NEC"
V1051,HX OF BLADDER MALIGNANCY
3542,ULNAR NERVE LESION
E9805,UNDET POIS-MED AGNT NOS
5934,URETERIC OBSTRUCTION NEC
59689,OTHER SPECIFIED DISORDERS OF BLADDER
59969,"URINARY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED"
27401,ACUTE GOUTY ARTHROPATHY
9158,SUPERFIC INJ FINGER-NEC
E9285,EXTERNAL CONSTRICTION CAUSED BY OTHER OBJECT
56210,DIVERTICULOSIS OF COLON
70703,"PRESSURE ULCER, LOWER BACK"
70725,"PRESSURE ULCER, UNSTAGEABLE"
5401,ABSCESS OF APPENDIX
59683,OTHER COMPLICATION OF CYSTOSTOMY
5881,NEPHROGEN DIABETES INSIP
33394,RESTLESS LEGS SYNDROME 
20500,"ACUTE MYELOID LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
E9259,ELECTRIC CURRENT ACC NOS
9040,INJ COMMON FEMORAL ARTER
0059,FOOD POISONING NOS
V061,"DTP/DTAP, COMBINED"
99933,LOCAL INFECTION DUE TO CENTRAL VENOUS CATHETER
29650,"BIPOLAR AFF, DEPR-UNSPEC"
57511,CHRONIC CHOLECYSTITIS
E8654,ACC POISON-PLANTS NEC
E9429,ADV EFF CARDIOVASC NEC
E9509,SUICIDE-SOLID/LIQUID NEC
80500,FX CERVICAL VERT NOS-CL
20200,NODULAR LYMPHOMA UNSPEC
37601,ORBITAL CELLULITIS
25040,DIAB RENAL MANIF ADULT
5853,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)"
E8151,MV COLL W OTH OBJ-PASNGR
8249,FX ANKLE NOS-OPEN
7869,RESP SYS/CHEST SYMP NEC
70720,"PRESSURE ULCER, UNSPECIFIED STAGE"
V1552,PERSONAL HISTORY OF TRAUMATIC BRAIN INJURY
53642,MECHANICAL COMPLIC OF GASTROSTOMY
30009,ANXIETY STATE NEC
5533,DIAPHRAGMATIC HERNIA
81322,FX ULNA SHAFT-CLOSED
E9068,INJ NEC CAUSED BY ANIMAL
5272,SIALOADENITIS
30560,COCAINE ABUSE-UNSPEC
27541,HYPOCALCEMIA
4139,ANGINA PECTORIS NEC/NOS
4561,ESOPH VARICES W/O BLEED
81321,FX RADIUS SHAFT-CLOSED
80121,CL SKUL BASE FX W/O COMA
95911,OTHER INJURY CHEST WALL
8439,SPRAIN HIP & THIGH NOS
3698,"VISUAL LOSS, ONE EYE NOS"
78863,URGENCY OF URINATION
7235,TORTICOLLIS NOS
80226,FX SYMPHY MANDIB BODY-CL
30540,BARBITURATE ABUSE-UNSPEC
2870,ALLERGIC PURPURA
V1021,HX-LARYNGEAL MALIGNANCY
1619,MALIGNANT NEO LARYNX NOS
8794,OPN WND LATERAL ABDOMEN
83503,ANT DISLOC HIP NEC-CLOS
41513,SADDLE EMBOLUS OF PULMONARY ARTERY
7103,DERMATOMYOSITIS
99769,"AMPUTAT STUMP COMPL, NEC"
V4283,PANCREAS TRANSPLANT STATUS
5691,RECTAL PROLAPSE
45382,ACUTE VENOUS EMBOLISM AND THROMBOSIS OF DEEP VEINS OF UPPER EXTREMITY
2769,ELECTROLYT/FLUID DIS NEC
5192,MEDIASTINITIS
44324,DISSECTION OF VERTEBRAL ARTERY
4168,PULMONARY HTN-SECONDARY
43321,OCCLUS VERTEBRAL ART W/INFARCT
1580,MAL NEO RETROPERITONEUM
1974,SEC MALIG NEO SM BOWEL
1962,MAL NEO LYMPH INTRA-ABD
1978,SEC MAL NEO GI NEC
1539,MALIGNANT NEO COLON NOS
82111,FX FEMUR SHAFT-OPEN
87369,OPEN WOUND MOUTH NEC
99649,"OTHER MECH COMP OF OTHER INTERNAL ORTHOPEDIC DEVICE, IMPLANT, AND GRAFT"
64663,GU INFECTION-ANTEPARTUM
E8791,ABN REACT-RENAL DIALYSIS
E9356,ADV EFF ANTIRHEUMATICS
68101,FELON
84519,SPRAIN OF FOOT NEC
6271,POSTMENOPAUSAL BLEEDING
22804,HEMANGIOMA INTRA-ABDOM
1809,MAL NEO CERVIX UTERI NOS
88003,OPEN WOUND OF UPPER ARM
44421,UPPER EXTREMITY EMBOLISM
V1009,HX OF GI MALIGNANCY NEC
55220,OBSTR VENTRAL HERNIA NOS
94125,2ND DEG BURN NOSE
94128,2ND DEG BURN NECK
94323,2ND DEG BURN UPPER ARM
94222,2ND DEG BURN CHEST WALL
94423,2ND DEG BURN MULT FINGER
94800,BDY BRN < 10%/3D DEG NOS
E895,BURN ACC IN PRIVAT DWELL
85202,SUBARACH HEM-BRIEF COMA
99561,ANAPHYLACTIC REACTION DUE TO PEANUTS
1911,MALIG NEO FRONTAL LOBE
9735,POISONING-ANTIDIARRH AGT
E8584,ACC POISON-GI AGENT
30989,ADJUSTMENT REACTION NEC
20920,MALIGNANT CARCINOID TUMOR OF UNKNOWN PRIMARY SITE
E9331,ADV EFF ANTINEOPLASTIC
6038,HYDROCELE NEC
72479,DISORDER OF COCCYX NEC
5400,AC APPEND W PERITONITIS
V1043,HX OF OVARIAN MALIGNANCY
3363,MYELOPATHY IN OTH DIS
80321,CL SKULL FX NEC W/O COMA
3341,HERED SPASTIC PARAPLEGIA
82302,FX UP TIBIA W FIBULA-CL
74781,CEREBROVASCULAR ANOMALY
9211,CONTUSION PERIOCULAR
35801,MYASTHENIA GRAVIS WITH ACUTE EXACERB.
19889,SECONDARY MALIG NEO NEC
24200,TOX DIF GOITER NO CRISIS
V655,PERSN W FEARED COMPLAINT
70583,HIDRADENITIS
7864,ABNORMAL SPUTUM
3229,MENINGITIS NOS
V1582,HX TOBACCO USE
94425,2ND DEG BURN PALM
72939,"PANNICULITIS, SITE NEC"
2722,MIXED HYPERLIPIDEMIA
6288,FEMALE INFERTILITY NEC
E9390,ADV EFF ANTIDEPRESSANTS
E9413,ADV EFF SYMPATHOLYTICS
64234,TRANS HYPERTEN-POSTPART
56881,HEMOPERITONEUM
E8811,FALL FROM SCAFFOLDING
95208,CENTRAL CORD SYND/C5-C7
95203,CENTRAL CORD SYND/C1-C4
81509,MULT FX METACARPUS-CLOSE
2892,MESENTERIC LYMPHADENITIS
9331,FOREIGN BODY IN LARYNX
99678,"DUE TO OTHER INTERNAL ORTHOPEDIC DEVICE,IMPLANT,GRAFT"
55841,EOSINOPHILIC GASTROENTERITIS
45182,PHLEBITIS SUPERFICIAL VEINS UE
E0075,ACTIVITIES INVOLVING SOCCER
E0031,ACTIVITIES INVOLVING ICE HOCKEY
9243,CONTUSION OF TOE
E9600,UNARMED FIGHT OR BRAWL
4548,"VARICOSE VEINS,LOWER EXTREMITIES,WITH COMPLICATIONS"
37214,CHR ALLRG CONJUNCTIV NEC
4720,CHRONIC RHINITIS
69513,STEVENS-JOHNSON SYNDROME
E9306,ADV EFF ANTMYCOB ANTBIOT
81600,"FX PHALANX, HAND NOS-CL"
36840,VISUAL FIELD DEFECT NOS
1745,MAL NEO BREAST LOW-OUTER
V860,ESTROGEN RECEPTOR POSITIVE STATUS [ER+]
6179,ENDOMETRIOSIS NOS
41411,CORONARY VESSEL ANEURYSM
E8180,MV TRAFF ACC NEC-DRIVER
67434,OB SURG COMP NEC-POSTPAR
9106,FOREIGN BODY HEAD
1120,THRUSH
6140,AC SALPINGO-OOPHORITIS
6018,PROSTATIC INFLAM DIS NEC
515,POSTINFLAMMATORY PULMONARY FIBROSIS
72665,PREPATELLAR BURSITIS
65813,PREM RUPT MEMB-ANTEPART
V7389,SCREEN-VIRAL DISEASE NEC
52310,"CHRONIC GINGIVITIS, PLAQUE INDUCED"
E9315,ADV EFF ANTPROTAZOAL NEC
E9319,ADV EFF ANTINFCT NEC/NOS
81501,FX 1ST METACARP BASE-CL
E8282,RIDDEN ANIMAL ACC-RIDER
E0061,ACTIVITIES INVOLVING HORSEBACK RIDING
8363,DISLOCAT PATELLA-CLOSED
3709,KERATITIS NOS
47822,PARAPHARYNGEAL ABSCESS
51911,ACUTE BRONCHOSPASM 
9914,IMMERSION FOOT
E9309,ADV EFF ANTIBIOTIC NOS
9273,CRUSHING INJURY FINGER
45383,"ACUTE VENOUS EMBOLISM AND THROMBOSIS OF UPPER EXTREMITY, UNSPECIFIED"
4260,ATRIOVENT BLOCK COMPLETE
30928,ADJ REACT-MIXED EMOTION
E8794,ABN REACT-FLUID ASPIRAT
78551,CARDIOGENIC SHOCK
60889,MALE GENITAL DIS NEC
4552,INT HEMRRHOID W COMP NEC
E0077,ACTIVITIES INVOLVING VOLLEYBALL (BEACH) (COURT)
7829,INTEGUMENT TISS SYMP NEC
9124,INSECT BITE SHOULDER/ARM
79319,OTHER NONSPECIFIC ABNORMAL FINDING OF LUNG FIELD
9583,POSTTRAUM WND INFEC NEC
64953,"SPOTTING COMPLICATING PREGNANCY, ANTEPARTUM CONDITION OR COMPLICATION"
37160,KERATOCONUS NOS
80503,FX C3 VERTEBRA-CLOSED
85222,SUBDURAL HEM-BRIEF COMA
6142,SALPINGO-OOPHORITIS NOS
7817,TETANY
E0025,"ACTIVITIES INVOLVING ROWING, CANOEING, KAYAKING, RAFTING AND TUBING"
317,MILD INTELLECTUAL DISABILITIES
6264,IRREGULAR MENSTRUATION
67183,VENOUS COMPL NEC-ANTEPAR
81333,FX SHAFT RAD W ULNA-OPEN
37932,SUBLUXATION OF LENS
80508,FX MULT CERVICAL VERT-CL
08881,LYME DISEASE
80126,CL SKUL BASE FX-COMA NOS
25012,NIDDM UNCONTROLLED W/KETOACID
36000,PURULENT ENDOPHTHALM NOS
6851,PILONIDAL CYST W/O ABSC
E9305,ADV EFF CEPHALOSPORIN
9912,FROSTBITE OF FOOT
53411,AC MARGIN ULC W PERF-OBS
9579,INJURY TO NERVE NOS
7948,ABN LIVER FUNCTION STUDY
55329,VENTRAL HERNIA NEC
1319,TRICHOMONIASIS NOS
9745,POIS-ELECTRO/CAL/WAT AGT
E8585,ACC POISN-METABOL AGNT
59971,GROSS HEMATURIA
9462,2ND DEG BURN MULT SITE
E9683,ASSAULT-HOT LIQUID
94417,1ST DEG BURN WRIST
55300,UNILAT FEMORAL HERNIA
38869,OTORRHEA NEC
4928,EMPHYSEMA NEC
45829,OTH IATROGENIC HYPOTENSION
1888,MALIG NEO BLADDER NEC
E8170,MV ACC BOARD/ALIGHT-DRIV
96561,POISON BY PROPIONIC ACID DERIV
9173,BLISTER FOOT & TOE-INFEC
85231,OPEN SUBDUR HEM W/O COMA
7202,SACROILIITIS NEC
29281,DRUG-INDUCED DELIRIUM
E9379,ADV EFF SEDAT/HYPNOT NOS
20510,"CHRONIC MYELOID LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
220,BENIGN NEOPLASM OF OVARY
V1042,HX-UTERUS MALIGNANCY NEC
5720,ABSCESS OF LIVER
1976,SEC MAL NEO PERITONEUM
19882,SECOND MALIG NEO GENITAL
64313,HYPEREM W METAB-ANTEPART
1103,DERMATOPHYTOSIS OF GROIN
8921,OPEN WOUND FOOT-COMPL
85145,CEREBEL CONTUS-DEEP COMA
8912,OPN WND KNEE/LEG W TENDN
20190,HODGKINS DIS NOS UNSPEC
99681,COMPL KIDNEY TRANSPLANT
E8780,ABN REACT-ORG TRANSPLANT
31400,ATTN DEFIC NONHYPERACT
29980,OTHER SPECIFIED PERVASIVE DEVELOPMENTAL DISORDERS; CURRENT OR ACTIVE STATE
7919,ABN URINE FINDINGS NEC
2858,ANEMIA NEC
E8190,TRAFFIC ACC NOS-DRIVER
37999,ILL-DEFINED EYE DIS NEC
V872,CONTACT WITH AND (SUSPECTED) EXPOSURE TO OTHER POTENTIALLY HAZARDOUS CHEMICALS
78096,GENERALIZED PAIN 
30789,PSYCHOGENIC PAIN NEC
52460,TMJ DISORDER
66624,DELAY P/PART HEM-POSTPAR
64664,GU INFECTION-POSTPARTUM
5902,RENAL/PERIRENAL ABSCESS
34680,"OTHER FORMS OF MIGRAINE, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
3017,ANTISOCIAL PERSONALITY
9571,INJURY TO NERVE NEC
6949,BULLOUS DERMATOSES NOS
36814,DISTORTION OF SHAPE/SIZE
9972,SURG COMP-PERI VASC SYST
4423,LOWER EXTREMITY ANEURYSM
30471,OPIOID/OTHER DEP-CONTIN
56949,RECTAL & ANAL DIS NEC
28850,"LEUKOCYTOPENIA, UNSPECIFIED "
67414,DISRUPT C-SECT-POSTPART
09954,CHLAMYDIA TRACH OTHER GU SITE
72703,TRIGGER FINGER
5969,BLADDER DISORDER NOS
E8506,ACC POISON-ANTIRHEUMATIC
64193,ANTEPART HEM NOS-ANTEPAR
4802,PARINFLUENZA VIRAL PNEUM
33381,BLEPHAROSPASM
4373,NONRUPT CEREBRAL ANEURYM
81613,"FX MULT PHALAN, HAND-OPN"
E9200,ACC-POWERED LAWN MOWER
7061,ACNE NEC
5550,"REG ENTERITIS, SM INTEST"
99564,ANAPHYLACTIC REACTION DUE TO TREE NUTS AND SEEDS
9911,FROSTBITE OF HAND
V7241,"PREGNANCY EXAMINATION OR TEST, NEGATIVE RESULT"
V0179,CONTACT OR EXPOSURE TO OTHER VIRAL DISEASES
60820,"TORSION OF TESTIS, UNSPECIFIED "
38181,DYSFUNCT EUSTACHIAN TUBE
3334,HUNTINGTON'S CHOREA
4476,ARTERITIS NOS
9033,INJURY ULNAR VESSELS
9551,INJURY MEDIAN NERVE
80704,FRACTURE FOUR RIBS-CLOSE
6181,UTERINE PROLAPSE
7825,CYANOSIS
74190,SPINA BIFIDA
E8528,ACC POISON-SEDATIVES NEC
3694,LEGAL BLINDNESS-USA DEF
81242,"FX HUMER, LAT CONDYL-CL"
5180,PULMONARY COLLAPSE
71904,JOINT EFFUSION-HAND
30002,GENERALIZED ANXIETY DIS
30759,EATING DISORDER NEC
80224,FX RAMUS NOS-CLOSED
0092,INFECTIOUS DIARRHEA NOS
94321,2ND DEG BURN FOREARM
5282,ORAL APHTHAE
6012,ABSCESS OF PROSTATE
6829,CELLULITIS NOS
E0082,ACTIVITIES INVOLVING RACQUET AND HAND SPORTS
V689,ADMINISTRTVE ENCOUNT NOS
3369,SPINAL CORD DISEASE NOS
86122,LUNG LACERATION-CLOSED
8074,FLAIL CHEST
88023,OPEN WND UP ARM W TENDON
3330,DEGEN BASAL GANGLIA NEC
0020,TYPHOID FEVER
73008,AC OSTEOMYELITIS NEC
80229,MULT FX MANDIBLE-CLOSED
7104,POLYMYOSITIS
00863,NORWALK VIRUS
70705,"PRESSURE ULCER, BUTTOCK"
70724,"PRESSURE ULCER, STAGE IV"
38001,AC PERICHONDRITIS PINNA
8438,SPRAIN HIP & THIGH NEC
3561,PERONEAL MUSCLE ATROPHY
36400,ACUTE IRIDOCYCLITIS NOS
2864,VON WILLEBRAND'S DISEASE
30551,OPIOID ABUSE-CONTINUOUS
57142,AUTOIMMUNE HEPATITIS
43811,"LATE EFFECT CVA, APHASIA"
V618,FAMILY CIRCUMSTANCES NEC
E9300,ADV EFF PENICILLINS
4779,ALLERGIC RHINITIS NOS
6208,NONINFL DIS OVA/ADNX NEC
V2512,ENCOUNTER FOR REMOVAL OF INTRAUTERINE CONTRACEPTIVE DEVICE
37851,PARTIAL THIRD NERV PALSY
36846,HOMONYMOUS HEMIANOPSIA
5120,SPONT TENS PNEUMOTHORAX
72743,GANGLION NOS
28260,"SICKLE-CELL DX., UNSPEC."
57510,"CHOLECYSTITIS, UNSPECIFIED"
82522,"FX NAVICULAR, FOOT-CLOS"
0785,CYTOMEGAL INCLUSION DIS
7908,VIREMIA NOS
44103,DISS THORACOABD AORTIC ANEURYSM
4478,ARTERIAL DISEASE NEC
81343,FX DISTAL ULNA-CLOSED
2452,CHR LYMPHOCYT THYROIDIT
1490,MAL NEO PHARYNX NOS
94523,2ND DEG BURN ANKLE
E9242,BOILING WATER
E9392,ADV EFF BUTYROPHEN TRANQ
70900,DYSCHROMIA UNSPECIFIED
0709,VIRAL HEPAT NOS W/O COMA
7580,DOWN'S SYNDROME
05320,HERPES ZOSTER OF EYELID
E8542,ACC POISN-PSYCHSTIMULANT
72673,CALCANEAL SPUR
9899,TOX EFF NONMED SUBST NOS
6923,TOPICAL MED DERMATITIS
E8669,ACC POIS-SOLID/LIQ NOS
85201,SUBARACHNOID HEM-NO COMA
33520,AMYOTROPHIC SCLEROSIS
E9499,ADV EFF BIOLOGIC NEC/NOS
56723,SPONTANEOUS BACTERIAL PERITONITIS
V1259,HX OTHER CIRCULATORY DISEASE
86132,LUNG LACERATION-OPEN
8605,TRAUM PNEUMOHEMOTHOR-OPN
E9059,VENOMOUS BITE/STING NOS
42821,ACUTRE SYSTOLIC HEART FAILURE
96905,POISONING BY TRICYCLIC ANTIDEPRESSANTS
E9283,ACCIDENTAL HUMAN BITE
37992,SWELLING OR MASS OF EYE
3099,ADJUSTMENT REACTION NOS
E0053,ACTIVITIES INVOLVING TRAMPOLINE
2949,ORGANIC BRAIN SYND NOS
1589,MAL NEO PERITONEUM NOS
5889,IMPAIRED RENAL FUNCT NOS
1980,SECOND MALIG NEO KIDNEY
29622,MAJOR DEPRESSION-MOD
30285,"GENDER IDENT DIS, ADULT"
64294,HYPERTENS NOS-POSTPARTUM
73017,CHR OSTEOMYELIT-FOOT
V440,TRACHEOSTOMY STATUS
37701,PAPILLEDEMA W INCR PRESS
8748,OPEN WOUND OF NECK NEC
9658,POIS-ANALGES/ANTIPYR NEC
E8508,ACC POISON-ANALGESIC NEC
9054,LATE EFFECT LEG FX
E9299,LATE EFF ACCIDENT NOS
78899,OTHER SYMPTOMS INVOLVING URINARY SYSTEM
5110,PLEURISY W/O EFFUS OR TB
E9199,MACHINERY ACCIDENT NOS
86344,SIGMOID COLON INJ-CLOSED
52331,"AGGRESSIVE PERIODONTITIS, LOCALIZED"
80020,CL SKL VLT FX/MENING HEM
81100,FX SCAPULA NOS-CLOSED
80100,CLOS SKULL BASE FRACTURE
986,TOXIC EFFECT OF CARBON MONOXIDE
3393,"DRUG INDUCED HEADACHE, NOT ELSEWHERE CLASSIFIED"
E8689,ACC POIS-CARBN MONOX NOS
73312,PATHOLOGIC FX DIST RADIUS ULNA
9651,POISONING-SALICYLATES
E8503,ACC POISON-SALICYLATES
20780,"OTHER SPECIFIED LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
27800,OBESITY UNSPECIFIED
5198,RESP SYSTEM DISEASE NEC
79551,NONSPECIFIC REACTION TO TUBERCULIN SKIN TEST WITHOUT ACTIVE TUBERCULOSIS
81210,FX UPPER HUMERUS NOS-OPN
4789,UPPER RESP DIS NEC/NOS
24290,THYROTOX NOS NO CRISIS
0549,HERPES SIMPLEX NOS
2459,THYROIDITIS NOS
28659,"OTHER HEMORRHAGIC DISORDER DUE TO INTRINSIC CIRCULATING ANTICOAGULANTS, ANTIBODIES, OR INHIBITORS"
E8181,MV TRAFF ACC NEC-PASNGR
V8409,GENETIC SUSCEPTIBILITY TO OTHER MALIGNANT NEOPLASM
8261,"FX PHALANX, FOOT-OPEN"
75261,HYPOSPADIAS
2879,HEMORRHAGIC COND NOS
25003,"IDDM, UNCONTROLLED"
66923,MATERN HYPOTENS-ANTEPAR
29540,AC SCHIZOPHRENIA-UNSPEC
E9363,ADV EFF ANTCONVL NEC/NOS
E9538,SUICIDE-STRANG/SUFF NEC
30189,PERSONALITY DISORDER NEC
E9273,CUMULATIVE TRAUMA FROM REPETIVE MOTION
E0102,ACTIVITY INVOLVING FREE WEIGHTS
7887,URETHRAL DISCHARGE
9063,LATE EFFECT OF CONTUSION
8750,OPEN WOUND OF CHEST
58381,NEPHRITIS NOS IN OTH DIS
47821,CELLULITIS OF PHARYNX
07030,HEPATITIS B W/OUT HEP DELTA
87329,MULT OPEN WOUND NOSE
85306,BRAIN HEM NEC-COMA NOS
81240,FX LOWER HUMERUS NOS-CL
7963,LOW BLOOD PRESS READING
2137,BEN NEO LONG BONES LEG
73314,PATHOLOGIC FX FEMUR NECK
3158,DEVELOPMENT DELAYS NEC
0319,MYCOBACTERIAL DIS NOS
E0161,ACTIVITIES INVOLVING GARDENING AND LANDSCAPING
81251,SUPRACONDYL FX HUMER-OPN
90089,INJ HEAD/NECK VESSEL NEC
28731,IMMUNE THROMBOCYTOPENIC PURPURA
53250,CHR DUODEN ULCER W PERF
71609,KASCHIN-BECK DIS-MULT
51181,MALIGNANT PLEURAL EFFUSION
1543,MALIGNANT NEO ANUS NOS
7048,HAIR DISEASES NEC
70400,ALOPECIA NOS
60789,DISORDER OF PENIS NEC
72292,DISC DIS NEC/NOS-THORAC
6269,MENSTRUAL DISORDER NOS
0417,PSEUDOMONAS INFECT NOS
5521,UMBILICAL HERNIA W OBSTR
71693,ARTHROPATHY NOS-FOREARM
2536,SIADH
80605,C5-C7 FX-CL/CORD INJ NOS
73381,MALUNION OF FRACTURE
1330,SCABIES
37239,CONJUNCTIVITIS NEC
82382,FX TIBIA W FIBULA NOS-CL
E8230,OTH COLL STNDNG OBJ-DRIV
99601,MALFUNC CARDIAC PACEMAKE
53909,OTHER COMPLICATIONS OF GASTRIC BAND PROCEDURE
33900,"CLUSTER HEADACHE SYNDROME, UNSPECIFIED"
72211,THORACIC DISC DISPLACMNT
E8789,ABN REACT-SURG PROC NOS
78829,OTHER SPEC RETENTION URINE
94413,1ST DEG BURN MULT FINGER
9180,SUPERFIC INJ PERIOCULAR
7241,PAIN IN THORACIC SPINE
2561,OVARIAN HYPERFUNC NEC
92801,CRUSHING INJURY HIP
80000,CLOSED SKULL VAULT FX
632,MISSED ABORTION (FETAL DEATH BEFORE 22 WEEKS)
725,POLYMYALGIA RHEUMATICA
97081,POISONING BY COCAINE
30440,AMPHETAMIN DEPEND-UNSPEC
44489,ARTERIAL EMBOLISM NEC
80122,CL SKUL BASE FX/BRF COMA
E8260,PEDAL CYCLE ACC-PEDEST
82535,FX METATARSAL-OPEN
59984,OTHER DISORDER OF URETHRA
6039,HYDROCELE NOS
78606,TACHYPNEA
20921,MALIGNANT CARCINOID TUMOR OF THE BRONCHUS AND LUNG
20973,SECONDARY NEUROENDOCRINE TUMOR OF BONE
20972,SECONDARY NEUROENDOCRINE TUMOR OF LIVER
87364,OPN WND TONGUE/MOUTH FLR
37700,PAPILLEDEMA NOS
460,ACUTE NASOPHARYNGITIS (COMMON COLD)
63572,LEG AB W COMPL NEC-COMP
80225,FX ANGLE OF JAW-CLOSED
80228,FX MANDIBLE BODY NEC-CL
3004,NEUROTIC DEPRESSION
9290,CRUSH INJ MULT SITE NEC
81301,FX OLECRAN PROC ULNA-CL
34280,OTHER HEMIPLEGIA UNSPEC SIDE
86600,KIDNEY INJURY NOS-CLOSED
E8127,MV COLLISION NOS-PEDEST
37927,VITREOMACULAR ADHESION
4559,RESIDUAL HEMORRHOID TAGS
E8880,FALL RESULTING IN STRIKING AGAINST SHARP OBJECT
9698,POISON-PSYCHOTROPIC NEC
9052,LATE EFFECT ARM FX
7464,CONG AORTA VALV INSUFFIC
7361,MALLET FINGER
0542,HERPETIC GINGIVOSTOMAT
71103,PYOGEN ARTHRITIS-FOREARM
78199,OTHER SYMPTOMS INVOLVING NERVOUS AND MUSCULOSKELETAL SYSTEM
94401,BURN NOS FINGER
E899,FIRE ACCIDENT NOS
8760,OPEN WOUND OF BACK
42518,OTHER HYPERTROPHIC CARDIOMYOPATHY
E0021,ACTIVITIES INVOLVING SPRINGBOARD AND PLATFORM DIVING
E9298,LATE EFF ACCIDENT NEC
5950,ACUTE CYSTITIS
94428,2ND DEG BURN HAND-MULT
79311,SOLITARY PULMONARY NODULE
E8643,ACC POISON-CAUSTIC NEC
V601,INADEQUATE HOUSING
80195,OP SKL BASE FX-DEEP COMA
47875,LARYNGEAL SPASM
3482,PSEUDOTUMOR CEREBRI
37950,NYSTAGMUS NOS
E9178,OTHER STATIONARY OBJECT WITH FALL
30781,TENSION HEADACHE
86804,RETROPERITONEUM INJ-CL
25020,DIAB HYPEROSM COMA ADULT
V537,FIT ORTHOPEDIC DEVICES
44101,DISS THORACIC AORTIC ANEURYSM
53013,EOSINOPHILIC ESOPHAGITIS
20800,"ACUTE LEUKEMIA OF UNSPECIFIED CELL TYPE, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
42091,AC IDIOPATH PERICARDITIS
52340,"CHRONIC PERIODONTITIS, UNSPECIFIED"
85190,BRAIN LAC NEC W OPEN WND
8822,OPEN WOUND HAND W TENDON
82100,FX FEMUR NOS-CLOSED
9108,SUPERFIC INJ HEAD NEC
9679,POIS-SEDATIVE/HYPNOT NOS
27650,"VOLUME DEPLETION, UNSPECIFIED"
36844,VISUAL FIELD DEFECT NEC
94311,1ST DEG BURN FOREARM
73344,ASEPTIC NECROSIS TALUS
37000,CORNEAL ULCER NOS
37206,ACUTE CHEMICAL CONJUNCTIVITIS
E9443,ADV EFF SALURETICS
05419,GENITAL HERPES NEC
2728,LIPOID METABOL DIS NEC
V060,VACCIN FOR CHOLERA + TAB
67124,THROMBOPHLEBIT-POSTPART
8784,OPEN WOUND OF VULVA
3003,OBSESSIVE-COMPULSIVE DIS
51909,OTHER TRACHEOSTOMY COMPLIC
57430,CHOLEDOCHOLITH/AC GB INF
44100,DISS AORT ANEURYSM UNSPEC SITE
1410,MAL NEO TONGUE BASE
99567,ANAPHYLACTIC REACTION DUE TO MILK PRODUCTS
85140,CEREBEL/BRAIN STM CONTUS
2396,BRAIN NEOPLASM NOS
3159,DEVELOPMENT DELAY NOS
99709,OTHER NERVOUS SYSTEM COMP
72990,"DISORDERS OF SOFT TISSUE, UNSPECIFIED"
4480,HEREDIT HEMORR TELANGIEC
86601,KIDNEY HEMATOMA-CLOSED
3379,AUTONOMIC NERVE DIS NEC
4470,ACQ ARTERIOVEN FISTULA
1561,MAL NEO EXTRAHEPAT DUCTS
69510,"ERYTHEMA MULTIFORME, UNSPECIFIED"
V454,ARTHRODESIS STATUS
9552,INJURY ULNAR NERVE
88120,OPEN WND FOREARM W TENDN
99562,ANAPHYLACTIC REACTION DUE TO CRUSTACEANS
42741,VENTRICULAR FIBRILLATION
82009,FX FEMUR INTRCAPS NEC-CL
96971,POISONING BY CAFFEINE
E0070,ACTIVITIES INVOLVING AMERICAN TACKLE FOOTBALL
05413,HERPETIC INFECT OF PENIS
9309,FOREIGN BDY EXT EYE NOS
2812,FOLATE-DEFICIENCY ANEMIA
7010,CIRCUMSCRIBE SCLERODERMA
05319,H ZOSTER NERV SYST NEC
60001,HYPERTROPHY (BENIGN) OF PROSTATE WITH URINARY OBSTRUCTION AND OTHER LOWER URINARY TRACT SYMPTOMS (LUTS)
3419,CNS DEMYELINATION NOS
07811,CONDYLOMA ACUMINATUM
V063,VACCIN FOR DTP + POLIO
